Exam,Section(s),Day,Date,Start,End,Location,,,,,,,,,,
PHYS 121,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
PHYS 122,"001,002",Monday,"April 24, 2017",9:00 AM,11:30 AM,"PAC 1,2,3",,,,,,,,,,
PHYS 122L,001 to 005,Monday,"April 17, 2017",7:30 PM,8:30 PM,PAC 7,,,,,,,,,,
PHYS 124,001,Wednesday,"April 12, 2017",12:30 PM,3:00 PM,STC 1012,,,,,,,,,,
PHYS 125,001,Monday,"April 17, 2017",9:00 AM,11:30 AM,"MC 2034,2035",,,,,,,,,,
PHYS 132L,001 to 007,Monday,"April 17, 2017",7:30 PM,8:30 PM,"PAC 11,12",,,,,,,,,,
PHYS 175,001,Friday,"April 21, 2017",9:00 AM,11:30 AM,"PAC 5,6",,,,,,,,,,
PHYS 233,001,Tuesday,"April 18, 2017",7:30 PM,10:00 PM,RCH 204,,,,,,,,,,
PHYS 239,001,Exam removed from the schedule. Contact instructor for further information,,,,,,,,,,,,,,
PHYS 242,001,Saturday,"April 22, 2017",12:30 PM,3:00 PM,PAC 5,,,,,,,,,,
PHYS 263,001,Monday,"April 10, 2017",12:30 PM,3:00 PM,STC 0060,,,,,,,,,,
PHYS 270,001,Saturday,"April 8, 2017",7:30 PM,10:00 PM,RCH 204,,,,,,,,,,
PHYS 280,001,Monday,"April 24, 2017",4:00 PM,6:30 PM,"PAC 11,12",,,,,,,,,,
PHYS 334,001,Tuesday,"April 11, 2017",9:00 AM,11:30 AM,STC 0010,,,,,,,,,,
PHYS 335,001,Tuesday,"April 18, 2017",12:30 PM,3:00 PM,MC 4061,,,,,,,,,,
PHYS 359,001,Tuesday,"April 25, 2017",4:00 PM,6:30 PM,M3 1006,,,,,,,,,,
PHYS 365,001,Saturday,"April 8, 2017",12:30 PM,3:00 PM,RCH 307,,,,,,,,,,
PHYS 383,001,Monday,"April 10, 2017",7:30 PM,10:00 PM,RCH 204,,,,,,,,,,
PHYS 392,001,Saturday,"April 22, 2017",4:00 PM,6:30 PM,PAC 12,,,,,,,,,,
PHYS 394,001,Wednesday,"April 19, 2017",12:30 PM,3:00 PM,RCH 204,,,,,,,,,,
PHYS 396,001,Exam removed from the schedule. Contact instructor for further information,,,,,,,,,,,,,,
PHYS 435,001,Thursday,"April 13, 2017",12:30 PM,3:00 PM,PHY 308,,,,,,,,,,
PHYS 444,001,Friday,"April 21, 2017",9:00 AM,11:30 AM,RCH 204,,,,,,,,,,
PHYS 467,001,Monday,"April 17, 2017",9:00 AM,11:30 AM,STC 0010,,,,,,,,,,
PHYS 468,001,Friday,"April 7, 2017",9:00 AM,11:30 AM,RCH 307,,,,,,,,,,
PHYS 476,001,Monday,"April 10, 2017",9:00 AM,11:30 AM,"MC 2017,2054",,,,,,,,,,
PHYS 483,001,Friday,"April 7, 2017",12:30 PM,3:00 PM,PHY 308,,,,,,,,,,
PHYS 768,002,Friday,"April 7, 2017",9:00 AM,11:30 AM,RCH 307,,,,,,,,,,
PLAN 203,001,Friday,"April 7, 2017",12:30 PM,3:00 PM,PAC 7,,,,,,,,,,
PLAN 233,001,Wednesday,"April 12, 2017",9:00 AM,11:30 AM,DC 1351,,,,,,,,,,
PLAN 281,001,Tuesday,"April 18, 2017",12:30 PM,3:00 PM,"PAC 7,8",,,,,,,,,,
PLAN 341,001,Tuesday,"April 11, 2017",4:00 PM,6:30 PM,"PAC 4,5",,,,,,,,,,
PLAN 353,001,Monday,"April 10, 2017",12:30 PM,3:00 PM,STC 0050,,,,,,,,,,
PLAN 471,001,Wednesday,"April 12, 2017",7:30 PM,10:00 PM,"PAC 11,12",,,,,,,,,,
PLAN 478,001,Thursday,"April 20, 2017",9:00 AM,11:30 AM,CPH 3607,,,,,,,,,,
PLAN 484,001,Friday,"April 7, 2017",4:00 PM,6:30 PM,EV3 1408,,,,,,,,,,
PLAN 630,001,Wednesday,"April 12, 2017",7:30 PM,10:00 PM,"PAC 11,12",,,,,,,,,,
PLAN 684,001,Friday,"April 7, 2017",4:00 PM,6:30 PM,EV3 1408,,,,,,,,,,
PMATH 331,001,Wednesday,"April 19, 2017",9:00 AM,11:30 AM,MC 4059,,,,,,,,,,
PMATH 332,001,Friday,"April 7, 2017",12:30 PM,3:00 PM,PAC 12,,,,,,,,,,
PMATH 333,001,Monday,"April 24, 2017",4:00 PM,6:30 PM,PAC 7,,,,,,,,,,
PMATH 334,001,Wednesday,"April 12, 2017",4:00 PM,6:30 PM,MC 4041,,,,,,,,,,
PMATH 340,001,Saturday,"April 22, 2017",7:30 PM,10:00 PM,PAC 4,,,,,,,,,,
PMATH 348,001,Saturday,"April 22, 2017",4:00 PM,6:30 PM,PAC 11,,,,,,,,,,
PMATH 352,001,Friday,"April 7, 2017",12:30 PM,3:00 PM,MC 4060,,,,,,,,,,
PMATH 365,001,Thursday,"April 13, 2017",7:30 PM,10:00 PM,MC 2054,,,,,,,,,,
PMATH 441,001,Friday,"April 7, 2017",7:30 PM,10:00 PM,MC 4064,,,,,,,,,,
PMATH 446,001,Wednesday,"April 19, 2017",9:00 AM,11:30 AM,MC 4042,,,,,,,,,,
PMATH 450,001,Tuesday,"April 11, 2017",12:30 PM,3:00 PM,MC 4041,,,,,,,,,,
PMATH 451,001,Monday,"April 17, 2017",9:00 AM,11:30 AM,MC 4064,,,,,,,,,,
PMATH 467,001,Wednesday,"April 12, 2017",7:30 PM,10:00 PM,MC 4042,,,,,,,,,,
PMATH 641,001,Friday,"April 7, 2017",7:30 PM,10:00 PM,MC 4064,,,,,,,,,,
PMATH 646,001,Wednesday,"April 19, 2017",9:00 AM,11:30 AM,MC 4042,,,,,,,,,,
PMATH 651,001,Monday,"April 17, 2017",9:00 AM,11:30 AM,MC 4064,,,,,,,,,,
PMATH 667,001,Wednesday,"April 12, 2017",7:30 PM,10:00 PM,MC 4042,,,,,,,,,,
PSCI 150,"001,002",Tuesday,"April 18, 2017",4:00 PM,6:30 PM,"PAC 1,2,3",,,,,,,,,,
PSCI 226,001,Thursday,"April 13, 2017",12:30 PM,2:30 PM,MC 1085,,,,,,,,,,
PSCI 250,001,Saturday,"April 22, 2017",12:30 PM,3:00 PM,PAC 8,,,,,,,,,,
PSCI 257,001,Monday,"April 17, 2017",7:30 PM,10:00 PM,EV2 2002,,,,,,,,,,
PSCI 260,001,Friday,"April 7, 2017",7:30 PM,10:00 PM,MC 4021,,,,,,,,,,
PSCI 281,001,Thursday,"April 20, 2017",7:30 PM,10:00 PM,PAC 7,,,,,,,,,,
PSCI 355,001,Tuesday,"April 11, 2017",4:00 PM,6:30 PM,PAC 3,,,,,,,,,,
PSCI 369,001,Exam removed from the schedule. Contact instructor for further information,,,,,,,,,,,,,,
PSCI 373,001,Monday,"April 10, 2017",12:30 PM,2:30 PM,MC 4021,,,,,,,,,,
PSYCH 101,001,Tuesday,"April 11, 2017",12:30 PM,2:30 PM,"PAC 4,5,6,7",,,,,,,,,,
PSYCH 101,002,Tuesday,"April 11, 2017",12:30 PM,2:30 PM,"PAC 1,2,3",,,,,,,,,,
PSYCH 101,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
PSYCH 211,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
PSYCH 253,001,Wednesday,"April 12, 2017",7:30 PM,9:30 PM,M3 1006,,,,,,,,,,
PSYCH 256,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
PSYCH 257R,001,Monday,"April 17, 2017",7:30 PM,10:00 PM,REN 2106,,,,,,,,,,
PSYCH 261,001,Tuesday,"April 11, 2017",12:30 PM,3:00 PM,"DC 1350,1351",,,,,,,,,,
PSYCH 261,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
PSYCH 292,001,Tuesday,"April 18, 2017",12:30 PM,3:00 PM,STC 1012,,,,,,,,,,
PSYCH 317,001,Monday,"April 10, 2017",7:30 PM,10:00 PM,M3 1006,,,,,,,,,,
PSYCH 334R,001,Thursday,"April 13, 2017",4:00 PM,6:30 PM,REN 2106,,,,,,,,,,
PSYCH 340,001,Friday,"April 21, 2017",4:00 PM,5:30 PM,"PAC 11,12",,,,,,,,,,
PSYCH 353,001,Wednesday,"April 12, 2017",9:00 AM,11:00 AM,"MC 4059,4061",,,,,,,,,,
PSYCH 380,001,Wednesday,"April 12, 2017",9:00 AM,11:30 AM,MC 4042,,,,,,,,,,
PSYCH 391,001,Friday,"April 21, 2017",4:00 PM,6:30 PM,PAC 3,,,,,,,,,,
PSYCH 398,001,Wednesday,"April 12, 2017",7:30 PM,10:00 PM,PAS 4032,,,,,,,,,,
PSYCH 492,001,Saturday,"April 22, 2017",12:30 PM,2:30 PM,PAC 11,,,,,,,,,,
QIC 750,001,Friday,"April 7, 2017",9:00 AM,11:30 AM,RCH 307,,,,,,,,,,
REC 100,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
REC 100,082 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
REC 251,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
REC 362,001,Tuesday,"April 18, 2017",4:00 PM,5:30 PM,STC 1012,,,,,,,,,,
REES 274,001,Wednesday,"April 12, 2017",4:00 PM,6:30 PM,ML 212,,,,,,,,,,
REES 360,001,Friday,"April 7, 2017",12:30 PM,3:00 PM,EV3 3408,,,,,,,,,,
RS 100,001,Monday,"April 24, 2017",9:00 AM,11:00 AM,SJ2 1002,,,,,,,,,,
RS 100,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
RS 110,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
RS 123,001,Thursday,"April 20, 2017",9:00 AM,11:30 AM,REN 2106,,,,,,,,,,
RS 152,001,Thursday,"April 13, 2017",7:30 PM,10:00 PM,CGC 1302,,,,,,,,,,
RS 230,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
RS 235,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
RS 342,001,Friday,"April 7, 2017",9:00 AM,11:30 AM,SJ2 2003,,,,,,,,,,
RS 344,001,Monday,"April 10, 2017",9:00 AM,11:30 AM,CGC 1302,,,,,,,,,,
RUSS 101,001,Friday,"April 7, 2017",12:30 PM,3:00 PM,EV3 3406,,,,,,,,,,
RUSS 102,001,Friday,"April 7, 2017",4:00 PM,6:00 PM,AL 209,,,,,,,,,,
SCI 201,001,Monday,"April 17, 2017",7:30 PM,10:00 PM,M3 1006,,,,,,,,,,
SCI 207,001,Exam removed from the schedule. Contact instructor for further information,,,,,,,,,,,,,,
SCI 238,001,Saturday,"April 22, 2017",7:30 PM,10:00 PM,"PAC 1,2,3",,,,,,,,,,
SCI 250,001,Thursday,"April 20, 2017",7:30 PM,10:00 PM,PAC 6,,,,,,,,,,
SDS 150R,001,Exam removed from the schedule. Contact instructor for further information,,,,,,,,,,,,,,
SDS 150R,"002,003",Monday,"April 10, 2017",9:00 AM,11:00 AM,SJ2 1004,,,,,,,,,,
SDS 150R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
SDS 231R,001,Tuesday,"April 18, 2017",12:30 PM,3:00 PM,REN 2102,,,,,,,,,,
SDS 250R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
SDS 322R,001,Exam removed from the schedule. Contact instructor for further information,,,,,,,,,,,,,,
SE 350,001,Monday,"April 10, 2017",9:00 AM,11:30 AM,"MC 4059,4061",,,,,,,,,,
SE 465,001,Friday,"April 21, 2017",12:30 PM,3:00 PM,"PAC 1,2,3",,,,,,,,,,
SMF 204,001,Thursday,"April 13, 2017",9:00 AM,11:30 AM,SJ2 1004,,,,,,,,,,
SMF 366,001,Friday,"April 7, 2017",9:00 AM,11:00 AM,SJ2 1002,,,,,,,,,,
SOC 101,001,Wednesday,"April 12, 2017",4:00 PM,6:30 PM,STC 1012,,,,,,,,,,
SOC 101,002,Saturday,"April 22, 2017",7:30 PM,10:00 PM,SJ2 2002,,,,,,,,,,
SOC 200,001,Wednesday,"April 12, 2017",7:30 PM,10:00 PM,PAS 1229,,,,,,,,,,
SOC 202,001,Thursday,"April 13, 2017",7:30 PM,10:00 PM,RCH 301,,,,,,,,,,
SOC 205,001,Tuesday,"April 11, 2017",9:00 AM,11:30 AM,PAS 1229,,,,,,,,,,
SOC 222,001,Wednesday,"April 19, 2017",9:00 AM,11:30 AM,DC 1350,,,,,,,,,,
SOC 224R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
SOC 227,001,Monday,"April 24, 2017",9:00 AM,11:00 AM,MC 1085,,,,,,,,,,
SOC 229,001,Thursday,"April 13, 2017",9:00 AM,11:00 AM,SJ2 1002,,,,,,,,,,
SOC 229,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
SOC 240,001,Monday,"April 17, 2017",9:00 AM,11:00 AM,EV3 1408,,,,,,,,,,
SOC 256,001,Wednesday,"April 19, 2017",12:30 PM,2:30 PM,PAS 1241,,,,,,,,,,
SOC 263,001,Monday,"April 10, 2017",12:30 PM,2:30 PM,STC 1012,,,,,,,,,,
SOC 327,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
SOC 352,001,Tuesday,"April 18, 2017",4:00 PM,5:30 PM,STC 1012,,,,,,,,,,
SOC 370,001,Saturday,"April 22, 2017",12:30 PM,3:00 PM,RCH 301,,,,,,,,,,
SOCWK 120R,001,Friday,"April 21, 2017",9:00 AM,11:00 AM,REN 2106,,,,,,,,,,
SOCWK 221R,001,Tuesday,"April 18, 2017",7:30 PM,10:00 PM,REN 2106,,,,,,,,,,
SOCWK 222R,001,Saturday,"April 8, 2017",7:30 PM,10:00 PM,REN 2106,,,,,,,,,,
SOCWK 300R,001,Friday,"April 7, 2017",7:30 PM,10:00 PM,REN 2106,,,,,,,,,,
SOCWK 320R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
SPAN 101,001 to 005,Thursday,"April 20, 2017",12:30 PM,2:30 PM,STC 1012,,,,,,,,,,
SPAN 102,"001,002",Wednesday,"April 19, 2017",4:00 PM,6:00 PM,MC 2054,,,,,,,,,,
SPAN 102,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
SPAN 201B,001,Thursday,"April 13, 2017",12:30 PM,2:30 PM,MC 4042,,,,,,,,,,
STAT 202,"001,002",Tuesday,"April 25, 2017",4:00 PM,6:30 PM,"DC 1350,1351",,,,,,,,,,
STAT 211,001 to 003,Friday,"April 21, 2017",9:00 AM,11:30 AM,"PAC 1,2,3,4",,,,,,,,,,
STAT 220,001,Tuesday,"April 18, 2017",4:00 PM,6:30 PM,"PAC 4,5,6,7",,,,,,,,,,
STAT 221,001,Thursday,"April 20, 2017",7:30 PM,10:00 PM,PAC 8,,,,,,,,,,
STAT 230,001 to 003,Tuesday,"April 18, 2017",4:00 PM,6:30 PM,"PAC 4,5,6,7",,,,,,,,,,
STAT 230,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
STAT 231,001 to 004,Tuesday,"April 18, 2017",12:30 PM,3:00 PM,"PAC 1,2,3,4,5,6",,,,,,,,,,
STAT 231,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,
STAT 241,001,Tuesday,"April 18, 2017",12:30 PM,3:00 PM,MC 4045,,,,,,,,,,
STAT 316,001,Monday,"April 24, 2017",9:00 AM,11:30 AM,DC 1351,,,,,,,,,,
STAT 321,001,Monday,"April 24, 2017",12:30 PM,3:00 PM,PAC 11,,,,,,,,,,
STAT 330,"001,002",Friday,"April 21, 2017",9:00 AM,11:30 AM,"PAC 7,8",,,,,,,,,,
STAT 331,001,Thursday,"April 20, 2017",9:00 AM,11:30 AM,STC 1012,,,,,,,,,,
STAT 332,001,Monday,"April 24, 2017",9:00 AM,11:30 AM,M3 1006,,,,,,,,,,
STAT 333,"001,002",Monday,"April 10, 2017",9:00 AM,11:30 AM,M3 1006,,,,,,,,,,
STAT 371,001,Tuesday,"April 18, 2017",12:30 PM,3:00 PM,MC 1085,,,,,,,,,,
STAT 431,001,Tuesday,"April 18, 2017",4:00 PM,6:30 PM,M3 1006,,,,,,,,,,
STAT 435,001,Tuesday,"April 18, 2017",9:00 AM,11:30 AM,MC 4041,,,,,,,,,,
STAT 436,001,Tuesday,"April 11, 2017",12:30 PM,3:00 PM,MC 4042,,,,,,,,,,
STAT 437,001,Exam removed from the schedule. Contact instructor for further information,,,,,,,,,,,,,,
STAT 443,001,Saturday,"April 22, 2017",4:00 PM,6:30 PM,"PAC 7,8",,,,,,,,,,
STAT 444,001,Monday,"April 10, 2017",4:00 PM,6:30 PM,PAC 12,,,,,,,,,,
STAT 450,001,Wednesday,"April 12, 2017",4:00 PM,6:30 PM,M3 1006,,,,,,,,,,
STAT 835,001,Tuesday,"April 18, 2017",9:00 AM,11:30 AM,MC 4041,,,,,,,,,,
STAT 837,001,Exam removed from the schedule. Contact instructor for further information,,,,,,,,,,,,,,
STAT 844,001,Monday,"April 10, 2017",4:00 PM,6:30 PM,PAC 12,,,,,,,,,,
SWREN 120R,001,Friday,"April 21, 2017",9:00 AM,11:00 AM,REN 2106,,,,,,,,,,
SWREN 222R,001,Saturday,"April 8, 2017",7:30 PM,10:00 PM,REN 2106,,,,,,,,,,
SWREN 300R,001,Friday,"April 7, 2017",7:30 PM,10:00 PM,REN 2106,,,,,,,,,,
SYDE 112,001,Tuesday,"April 18, 2017",9:00 AM,11:30 AM,"E5 6006,6008",,,,,,,,,,
SYDE 114,001,Friday,"April 7, 2017",9:00 AM,11:30 AM,"E5 6006,6008",,,,,,,,,,
SYDE 182,001,Thursday,"April 13, 2017",12:30 PM,3:00 PM,"E5 3101,3102",,,,,,,,,,
SYDE 211,001,Tuesday,"April 11, 2017",12:30 PM,3:00 PM,"E5 6006,6008",,,,,,,,,,
SYDE 223,001,Monday,"April 10, 2017",4:00 PM,6:30 PM,"E5 6006,6008",,,,,,,,,,
SYDE 261,001,Wednesday,"April 19, 2017",12:30 PM,3:00 PM,"E5 6006,6008",,,,,,,,,,
SYDE 283,001,Monday,"April 17, 2017",12:30 PM,3:00 PM,"E5 6006,6008",,,,,,,,,,
SYDE 285,001,Friday,"April 7, 2017",4:00 PM,6:30 PM,"E5 6006,6008",,,,,,,,,,
SYDE 312,001,Friday,"April 7, 2017",12:30 PM,3:00 PM,"E5 6006,6008",,,,,,,,,,
SYDE 322,001,Wednesday,"April 19, 2017",9:00 AM,11:30 AM,"E5 6006,6008",,,,,,,,,,
SYDE 332,001,Tuesday,"April 18, 2017",12:30 PM,3:00 PM,"E5 6006,6008",,,,,,,,,,
SYDE 334,001,Thursday,"April 20, 2017",9:00 AM,11:30 AM,STC 1012,,,,,,,,,,
SYDE 348,001,Monday,"April 10, 2017",12:30 PM,3:00 PM,E2 1310,,,,,,,,,,
SYDE 351,001,Wednesday,"April 19, 2017",4:00 PM,6:30 PM,"E5 3101,3102",,,,,,,,,,
SYDE 352,001,Wednesday,"April 12, 2017",9:00 AM,11:30 AM,"E5 6006,6008",,,,,,,,,,
SYDE 372,001,Monday,"April 17, 2017",9:00 AM,11:30 AM,"E5 6006,6008",,,,,,,,,,
SYDE 384,001,Friday,"April 21, 2017",9:00 AM,11:30 AM,"E5 6006,6008",,,,,,,,,,
WS 325,001,Wednesday,"April 19, 2017",4:00 PM,6:30 PM,SJ2 2001,,,,,,,,,,
